"Player","FullName","Appearances","Minutes","Goals","Assists","YellowCard","RedCard","ShotsPerGame","PassSuccessPercentage","ManOfTheMatch","Rating","Team","Group","Squad Number","Position","Captain","Date Of Birth","Age","Caps","GoalsBeforeTournament","Club","Photo","Flag","Club Logo","Value"
"K. Iheanacho","Kelechi Iheanacho","3","148","0","0","0","0","1","68.2","0","6.48","Nigeria","D","14","FW","-","3/10/1996","22","17","8","Leicester City","https://cdn.sofifa.org/players/10/19/225719.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/95.png","€10M"
"L. Jović","Luka Jović","0","0","0","0","0","0","0","0","0","0","Serbia","E","19","FW","-","12/23/1997","20","1","0","Eintracht Frankfurt","https://cdn.sofifa.org/players/10/19/232432.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/1824.png","€15.5M"
"A. Ljajić","Adem Ljajić","0","0","0","0","0","0","0","0","0","0","Serbia","E","22","MF","-","9/29/1991","26","28","5","Beşiktaş JK","https://cdn.sofifa.org/players/10/19/190544.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/327.png","€17.5M"
"O. Ban-suk","Oh Ban-suk","0","0","0","0","0","0","0","0","0","0","South Korea","F","4","DF","-","5/20/1988","30","2","0","N/A","N/A","N/A","N/A","N/A"
"R. Cheshmi","Rouzbeh Cheshmi","0","0","0","0","0","0","0","0","0","0","Iran","B","4","DF","-","7/24/1993","24","9","1","N/A","N/A","N/A","N/A","N/A"
"D. Cheryshev","Denis Cheryshev","5","304","4","0","0","0","0","66.2","0","7.27","Russia","A","6","MF","-","12/26/1990","27","11","0","Valencia CF","https://cdn.sofifa.org/players/10/19/206225.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/461.png","€9.5M"
"V. Amiri","Vahid Amiri","3","266","0","0","1","0","0","66","0","6.69","Iran","B","11","MF","-","4/2/1988","30","35","1","Trabzonspor","https://cdn.sofifa.org/players/10/19/241785.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/436.png","€850K"
"D. Sakho","Diafra Sakho","1","4","0","0","0","0","0","33.3","0","5.94","Senegal","H","15","FW","-","12/24/1989","28","10","3","Bursaspor","https://cdn.sofifa.org/players/10/19/193554.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/742.png","€6M"
"H. Örn Eyjólfsson","Hólmar Örn Eyjólfsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","15","DF","-","8/6/1990","27","9","1","N/A","N/A","N/A","N/A","N/A"
"N. Tagliafico","Nicolás Tagliafico","4","350","0","0","1","0","0","83.9","0","6.31","Argentina","D","3","DF","-","8/31/1992","25","4","0","Ajax","https://cdn.sofifa.org/players/10/19/211256.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/245.png","€15M"
"D. Zakaria","Denis Zakaria","2","50","0","1","1","0","0","92.6","0","6.21","Switzerland","E","17","MF","-","11/20/1996","21","10","0","Borussia Mönchengladbach","https://cdn.sofifa.org/players/10/19/229261.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/23.png","€13M"
"V. Ćorluka","Vedran Ćorluka","0","0","0","0","0","0","0","0","0","0","Croatia","D","5","DF","-","2/5/1986","32","98","4","Lokomotiv Moscow","https://cdn.sofifa.org/players/10/19/181786.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/100765.png","€12.5M"
"I. Gueye","Idrissa Gueye","3","270","0","0","1","0","0","87.3","0","6.54","Senegal","H","5","MF","-","9/26/1989","28","59","1","Everton","https://cdn.sofifa.org/players/10/19/193474.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/7.png","€21M"
"M. Hasebe","Makoto Hasebe","4","278","0","0","1","0","0","88.6","0","6.28","Japan","H","17","MF","captain","1/18/1984","34","109","2","Eintracht Frankfurt","https://cdn.sofifa.org/players/10/19/181098.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/1824.png","€2.7M"
"O. Gaber","Omar Gaber","0","0","0","0","0","0","0","0","0","0","Egypt","A","4","MF","-","1/30/1992","26","23","0","N/A","https://cdn.sofifa.org/players/10/19/212783.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/flags/111.png","€0"
"S. Lichtsteiner","Stephan Lichtsteiner","3","267","0","0","2","0","0","80.7","0","6.88","Switzerland","E","2","DF","captain","1/16/1984","34","99","8","Arsenal","https://cdn.sofifa.org/players/10/19/108080.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/1.png","€3.6M"
"H. Moreno","Héctor Moreno","3","270","0","0","2","0","0","86.1","0","6.5","Mexico","F","15","DF","-","1/17/1988","30","91","3","N/A","N/A","N/A","N/A","N/A"
"J. Drmić","Josip Drmić","0","0","0","0","0","0","0","0","0","0","Switzerland","E","19","FW","-","8/8/1992","25","28","9","Borussia Mönchengladbach","https://cdn.sofifa.org/players/10/19/198504.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/23.png","€8.5M"
"L. Torreira","Lucas Torreira","5","304","0","0","0","0","0","85.1","0","6.86","Uruguay","A","14","MF","-","2/11/1996","22","2","0","Arsenal","https://cdn.sofifa.org/players/10/19/223959.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/1.png","€25M"
"P. Joo-ho","Park Joo-ho","0","0","0","0","0","0","0","0","0","0","South Korea","F","6","DF","-","1/16/1987","31","35","0","N/A","N/A","N/A","N/A","N/A"
"A. Carrillo","André Carrillo","3","259","1","0","0","0","1","79.8","0","7.2","Peru","C","18","FW","-","6/14/1991","26","44","5","Al Hilal","https://cdn.sofifa.org/players/10/19/203299.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/605.png","€11M"
"B. Ruiz","Bryan Ruiz","3","270","0","0","0","0","0","79","0","6.33","Costa Rica","E","10","MF","captain","8/18/1985","32","109","23","N/A","N/A","N/A","N/A","N/A"
"F. Helander","Filip Helander","0","0","0","0","0","0","0","0","0","0","Sweden","F","14","DF","-","4/22/1993","25","4","0","Bologna","https://cdn.sofifa.org/players/10/19/207555.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/189.png","€7M"
"J. Ogu","John Ogu","0","0","0","0","0","0","0","0","0","0","Nigeria","D","19","MF","-","4/20/1988","30","19","2","N/A","N/A","N/A","N/A","N/A"
"H. Dalsgaard","Henrik Dalsgaard","4","390","0","0","0","0","0","70.9","1","7.23","Denmark","C","14","DF","-","7/27/1989","28","10","0","Brentford","https://cdn.sofifa.org/players/10/19/190633.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/1925.png","€2.5M"
"A. Khalil","Ahmed Khalil","1","13","0","0","0","0","0","75","0","6.19","Tunisia","G","15","FW","-","12/21/1994","23","3","0","N/A","N/A","N/A","N/A","N/A"
"A. Ashraf","Ayman Ashraf","0","0","0","0","0","0","0","0","0","0","Egypt","A","12","DF","-","4/9/1991","27","4","0","N/A","https://cdn.sofifa.org/players/10/19/228203.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/flags/111.png","€0"
"K. Koulibaly","Kalidou Koulibaly","3","270","0","0","0","0","0","77.9","0","6.46","Senegal","H","3","DF","-","6/20/1991","26","24","0","Napoli","https://cdn.sofifa.org/players/10/19/201024.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/48.png","€51M"
"K. Seung-gyu","Kim Seung-gyu","0","0","0","0","0","0","0","0","0","0","South Korea","F","1","GK","-","9/30/1990","27","32","0","N/A","N/A","N/A","N/A","N/A"
"G. Cahill","Gary Cahill","1","90","0","0","0","0","0","93.3","0","7.02","England","G","15","DF","-","12/19/1985","32","59","5","Chelsea","https://cdn.sofifa.org/players/10/19/164468.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/5.png","€8.5M"
"N. Kalinić","Nikola Kalinić","0","0","0","0","0","0","0","0","0","0","Croatia","D","16","FW","-","1/5/1988","30","41","15","Atlético Madrid","https://cdn.sofifa.org/players/10/19/185431.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/240.png","€12M"
"De Gea","De Gea","4","390","0","0","0","0","0","76.8","0","5.63","Spain","B","1","GK","-","11/7/1990","27","28","0","Manchester United","https://cdn.sofifa.org/players/10/19/193080.png","https://cdn.sofifa.org/flags/45.png","https://cdn.sofifa.org/teams/10/light/11.png","€72M"
"J. Butland","Jack Butland","0","0","0","0","0","0","0","0","0","0","England","G","13","GK","-","3/10/1993","25","7","0","Stoke City","https://cdn.sofifa.org/players/10/19/203042.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/1806.png","€14M"
"A. Nabbout","Andrew Nabbout","2","139","0","0","0","0","0","73.7","0","6.36","Australia","C","11","FW","-","12/17/1992","25","3","1","Urawa Red Diamonds","https://cdn.sofifa.org/players/10/19/212075.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/111575.png","€1.2M"
"G. González","Giancarlo González","3","270","0","0","0","0","0","87.7","0","6.6","Costa Rica","E","3","DF","-","2/8/1988","30","68","2","Bologna","https://cdn.sofifa.org/players/10/19/208379.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/189.png","€6.5M"
"L. Advíncula","Luis Advíncula","3","270","0","0","0","0","1","87.5","0","7.1","Peru","C","17","DF","-","3/2/1990","28","64","0","Rayo Vallecano","https://cdn.sofifa.org/players/10/19/204539.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/480.png","€4.4M"
"O. Giroud","Olivier Giroud","7","546","0","1","1","0","0","65.4","0","6.81","France","C","9","FW","-","9/30/1986","31","73","31","Chelsea","https://cdn.sofifa.org/players/10/19/178509.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/5.png","€20M"
"R. Zobnin","Roman Zobnin","5","510","0","1","1","0","0","71","0","7.23","Russia","A","11","MF","-","2/11/1994","24","11","0","Spartak Moscow","https://cdn.sofifa.org/players/10/19/213160.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/100767.png","€15M"
"V. Behrami","Valon Behrami","4","311","0","0","2","0","0","93.6","0","6.61","Switzerland","E","11","MF","-","4/19/1985","33","78","2","Udinese","https://cdn.sofifa.org/players/10/19/161805.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/55.png","€3.1M"
"C. Pavón","Cristian Pavón","4","154","0","0","0","0","0","75.4","0","6.06","Argentina","D","22","MF","-","1/21/1996","22","5","0","Boca Juniors","https://cdn.sofifa.org/players/10/19/224254.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/1877.png","€17.5M"
"D. Sánchez","Dávinson Sánchez","0","0","0","0","0","0","0","0","0","0","Colombia","H","23","DF","-","6/12/1996","21","9","0","Tottenham Hotspur","https://cdn.sofifa.org/players/10/19/220793.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/18.png","€34M"
"E. Krafth","Emil Krafth","2","93","0","0","0","0","0","65.9","0","6.24","Sweden","F","16","DF","-","8/2/1994","23","12","0","Amiens SC","https://cdn.sofifa.org/players/10/19/207650.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/1816.png","€6M"
"L. Jae-sung","Lee Jae-sung","0","0","0","0","0","0","0","0","0","0","South Korea","F","17","MF","-","8/10/1992","25","33","6","N/A","N/A","N/A","N/A","N/A"
"J. Luis Rodríguez","José Luis Rodríguez","0","0","0","0","0","0","0","0","0","0","Panama","G","21","MF","-","6/19/1998","19","1","0","N/A","N/A","N/A","N/A","N/A"
"P. Hurtado","Paolo Hurtado","1","27","0","0","1","0","0","88.9","0","6.51","Peru","C","7","MF","-","7/27/1990","27","31","3","Atiker Konyaspor","https://cdn.sofifa.org/players/10/19/211124.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/101033.png","€7M"
"H. Son","Heung Son","0","0","0","0","0","0","0","0","0","0","South Korea","F","7","FW","-","7/8/1992","25","65","21","Tottenham Hotspur","https://cdn.sofifa.org/players/10/19/200104.png","https://cdn.sofifa.org/flags/167.png","https://cdn.sofifa.org/teams/10/light/18.png","€37M"
"A. Samedov","Aleksandr Samedov","5","359","0","0","0","0","0","78.3","0","6.61","Russia","A","19","MF","-","7/19/1984","33","47","6","Spartak Moscow","https://cdn.sofifa.org/players/10/19/147621.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/100767.png","€4.7M"
"F. Schram","Frederik Schram","0","0","0","0","0","0","0","0","0","0","Iceland","D","12","GK","-","1/19/1995","23","4","0","N/A","https://cdn.sofifa.org/players/10/19/225489.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/flags/24.png","€0"
"J. Urretaviscaya","Jonathan Urretaviscaya","1","17","0","0","0","0","0","69.2","0","6.12","Uruguay","A","20","FW","-","3/19/1990","28","4","0","Monterrey","https://cdn.sofifa.org/players/10/19/189338.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/1032.png","€6.5M"
"J. Pivarić","Josip Pivarić","0","0","0","0","0","0","0","0","0","0","Croatia","D","22","DF","-","1/30/1989","29","19","0","Dynamo Kyiv","https://cdn.sofifa.org/players/10/19/216356.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/101047.png","€4.3M"
"M. Trauco","Miguel Trauco","3","270","0","0","0","0","0","78.2","0","6.84","Peru","C","6","DF","-","8/25/1992","25","26","0","N/A","N/A","N/A","N/A","N/A"
"R. Kruse","Robbie Kruse","3","210","0","0","0","0","0","77.1","0","6.18","Australia","C","10","FW","-","10/5/1988","29","63","5","VfL Bochum 1848","https://cdn.sofifa.org/players/10/19/182440.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/160.png","€3.9M"
"Y.  Bennasser","Youssef  Bennasser","0","0","0","0","0","0","0","0","0","0","Morocco","B","15","MF","-","7/7/1996","21","13","0","N/A","N/A","N/A","N/A","N/A"
"N. Kanté","N'Golo Kanté","7","595","0","0","2","0","1","88.4","4","2","France","C","13","MF","-","3/29/1991","27","23","1","Chelsea","https://cdn.sofifa.org/players/10/19/215914.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/5.png","€63M"
"A. Cooper","Armando Cooper","2","180","0","0","2","0","0","83.8","0","5.99","Panama","G","11","MF","-","11/26/1987","30","97","7","N/A","N/A","N/A","N/A","N/A"
"G. Xhaka","Granit Xhaka","4","360","1","0","1","0","1","90.1","0","6.84","Switzerland","E","10","MF","-","9/27/1992","25","61","9","Arsenal","https://cdn.sofifa.org/players/10/19/199503.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/1.png","€22M"
"L. Messi","Lionel Messi","4","360","1","2","1","0","0","82","1","7.87","Argentina","D","10","FW","captain","6/24/1987","30","124","64","FC Barcelona","https://cdn.sofifa.org/players/10/19/158023.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/241.png","€110.5M"
"Y. Osako","Yuya Osako","4","308","1","0","0","0","0","74","1","7.05","Japan","H","15","FW","-","5/18/1990","28","27","7","N/A","N/A","N/A","N/A","N/A"
"A. Otayf","Abdullah Otayf","3","244","0","1","0","0","0","92","0","6.93","Saudi Arabia","A","14","MF","-","8/3/1992","25","15","1","N/A","N/A","N/A","N/A","N/A"
"A. Areola","Alphonse Areola","0","0","0","0","0","0","0","0","0","0","France","C","23","GK","-","2/27/1993","25","0","0","Paris Saint-Germain","https://cdn.sofifa.org/players/10/19/193105.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/73.png","€16.5M"
"L. Modrić","Luka Modrić","0","0","0","0","0","0","0","0","0","0","Croatia","D","10","MF","captain","9/9/1985","32","105","12","Real Madrid","https://cdn.sofifa.org/players/10/19/177003.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/243.png","€67M"
"M. André ter Stegen","Marc-André ter Stegen","0","0","0","0","0","0","0","0","0","0","Germany","F","22","GK","-","4/30/1992","26","19","0","N/A","N/A","N/A","N/A","N/A"
"M. Rodić","Milan Rodić","0","0","0","0","0","0","0","0","0","0","Serbia","E","14","DF","-","4/2/1991","27","1","0","N/A","N/A","N/A","N/A","N/A"
"S. Ben Youssef","Syam Ben Youssef","2","131","0","0","0","0","0","85.7","0","6.31","Tunisia","G","2","DF","-","3/31/1989","29","41","1","Kasimpaşa SK","https://cdn.sofifa.org/players/10/19/207788.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/111339.png","€2.7M"
"M. Hummels","Mats Hummels","2","180","0","0","1","0","3","91.2","0","7.05","Germany","F","5","DF","-","12/16/1988","29","63","5","FC Bayern München","https://cdn.sofifa.org/players/10/19/178603.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/21.png","€46M"
"H. Björgvin Magnússon","Hörður Björgvin Magnússon","0","0","0","0","0","0","0","0","0","0","Iceland","D","18","DF","-","2/11/1993","25","16","2","N/A","N/A","N/A","N/A","N/A"
"M. Carcela","Mehdi Carcela","0","0","0","0","0","0","0","0","0","0","Morocco","B","23","MF","-","7/1/1989","28","20","1","N/A","N/A","N/A","N/A","N/A"
"A. El Kaabi","Ayoub El Kaabi","2","98","0","0","0","0","0","45.5","0","6.23","Morocco","B","9","FW","-","6/25/1993","24","9","11","Hebei China Fortune FC","https://cdn.sofifa.org/players/10/19/243586.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/112978.png","€1M"
"G. Varela","Guillermo Varela","2","180","0","0","0","0","0","93.7","0","6.97","Uruguay","A","4","DF","-","3/24/1993","25","3","0","N/A","N/A","N/A","N/A","N/A"
"J. Kimmich","Joshua Kimmich","3","270","0","0","0","0","1","90.2","0","6.87","Germany","F","18","DF","-","2/8/1995","23","28","3","FC Bayern München","https://cdn.sofifa.org/players/10/19/212622.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/21.png","€40.5M"
"L. Muriel","Luis Muriel","2","91","0","0","0","0","0","53.1","0","6.49","Colombia","H","14","FW","-","4/16/1991","27","18","2","Sevilla FC","https://cdn.sofifa.org/players/10/19/199110.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/481.png","€17.5M"
"M. Batshuayi","Michy Batshuayi","3","113","1","0","0","0","0","77.8","0","6.64","Belgium","G","21","FW","-","10/2/1993","24","13","5","Valencia CF","https://cdn.sofifa.org/players/10/19/204529.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/461.png","€19.5M"
"S. Ingi Ingason","Sverrir Ingi Ingason","0","0","0","0","0","0","0","0","0","0","Iceland","D","5","DF","-","8/5/1993","24","19","3","N/A","N/A","N/A","N/A","N/A"
"V. Moses","Victor Moses","3","270","1","1","0","0","0","72.9","0","7.03","Nigeria","D","11","FW","-","12/12/1990","27","33","11","Chelsea","https://cdn.sofifa.org/players/10/19/172962.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/5.png","€11M"
"É. Bárcenas","Édgar Bárcenas","0","0","0","0","0","0","0","0","0","0","Panama","G","8","MF","-","10/23/1993","24","28","0","N/A","N/A","N/A","N/A","N/A"
"A. Iniesta","Andrés Iniesta","4","284","0","1","0","0","0","87.8","0","6.84","Spain","B","6","MF","-","5/11/1984","34","126","14","N/A","N/A","N/A","N/A","N/A"
"O. Ighalo","Odion Ighalo","3","123","0","0","0","0","0","78.6","0","6.27","Nigeria","D","9","FW","-","6/16/1989","28","18","4","Changchun Yatai FC","https://cdn.sofifa.org/players/10/19/185195.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/111769.png","€9M"
"L. Kalinić","Lovre Kalinić","0","0","0","0","0","0","0","0","0","0","Croatia","D","12","GK","-","4/3/1990","28","10","0","KAA Gent","https://cdn.sofifa.org/players/10/19/220932.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/674.png","€6.5M"
"T. Werner","Timo Werner","3","266","0","0","0","0","0","74","0","6.3","Germany","F","9","FW","-","3/6/1996","22","13","7","RB Leipzig","https://cdn.sofifa.org/players/10/19/212188.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/112172.png","€34.5M"
"Y. Al-Shehri","Yahya Al-Shehri","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","8","MF","-","6/26/1990","27","56","8","N/A","N/A","N/A","N/A","N/A"
"G. Ochoa","Guillermo Ochoa","4","360","0","0","0","0","0","65.3","0","7.29","Mexico","F","13","GK","-","7/13/1985","32","93","0","Standard de Liège","https://cdn.sofifa.org/players/10/19/140233.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/232.png","€5M"
"H. Þór Halldórsson","Hannes Þór Halldórsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","1","GK","-","4/27/1984","34","48","0","N/A","N/A","N/A","N/A","N/A"
"M. Neuer","Manuel Neuer","3","270","0","0","0","0","0","89.1","0","6.32","Germany","F","1","GK","captain","3/27/1986","32","75","0","FC Bayern München","https://cdn.sofifa.org/players/10/19/167495.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/21.png","€38M"
"A. Mooy","Aaron Mooy","3","270","0","0","0","0","1","84.3","0","7.17","Australia","C","13","MF","-","9/15/1990","27","33","5","N/A","N/A","N/A","N/A","N/A"
"F. Escobar","Fidel Escobar","3","270","0","0","1","0","0","87.1","0","5.98","Panama","G","4","DF","-","1/9/1995","23","22","1","New York Red Bulls","https://cdn.sofifa.org/players/10/19/240196.png","https://cdn.sofifa.org/flags/87.png","https://cdn.sofifa.org/teams/10/light/689.png","€900K"
"G. Svensson","Gustav Svensson","3","132","0","0","0","0","0","77.8","0","6.53","Sweden","F","13","MF","-","2/7/1987","31","12","0","Seattle Sounders FC","https://cdn.sofifa.org/players/10/19/177448.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/111144.png","€3.8M"
"H. Lloris","Hugo Lloris","6","540","0","0","0","0","0","58.2","0","6.6","France","C","1","GK","captain","12/26/1986","31","97","0","Tottenham Hotspur","https://cdn.sofifa.org/players/10/19/167948.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/18.png","€36M"
"M. Ureña","Marco Ureña","2","121","0","0","0","0","1","69.6","0","6.21","Costa Rica","E","21","FW","-","3/5/1990","28","62","15","Los Angeles FC","https://cdn.sofifa.org/players/10/19/202896.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/112996.png","€925K"
"D. Kuzyayev","Daler Kuzyayev","0","0","0","0","0","0","0","0","0","0","Russia","A","7","MF","-","1/15/1993","25","5","0","N/A","N/A","N/A","N/A","N/A"
"M. Campaña","Martín Campaña","0","0","0","0","0","0","0","0","0","0","Uruguay","A","12","GK","-","5/29/1989","29","1","0","Independiente","https://cdn.sofifa.org/players/10/19/225647.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/110093.png","€10M"
"M. Uribe","Mateus Uribe","3","182","0","0","0","0","0","86.4","0","6.9","Colombia","H","15","MF","-","3/21/1991","27","8","0","Club América","https://cdn.sofifa.org/players/10/19/214047.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/1879.png","€8.5M"
"M. Seon-min","Moon Seon-min","0","0","0","0","0","0","0","0","0","0","South Korea","F","18","MF","-","6/9/1992","25","2","1","N/A","N/A","N/A","N/A","N/A"
"A. Abedzadeh","Amir Abedzadeh","0","0","0","0","0","0","0","0","0","0","Iran","B","22","GK","-","4/26/1993","25","1","0","Clube Sport Marítimo","https://cdn.sofifa.org/players/10/19/237419.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/1893.png","€3M"
"H. Herrera","Héctor Herrera","4","360","0","0","2","0","0","87.6","0","6.88","Mexico","F","16","DF","-","4/19/1990","28","65","5","FC Porto","https://cdn.sofifa.org/players/10/19/156519.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/236.png","€17.5M"
"R. Saïss","Romain Saïss","2","180","0","0","0","0","0","85.9","0","6.77","Morocco","B","6","DF","-","3/26/1990","28","23","1","Wolverhampton Wanderers","https://cdn.sofifa.org/players/10/19/208295.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/110.png","€5.5M"
"S. Sané","Salif Sané","3","270","0","0","1","0","0","74.8","0","6.86","Senegal","H","6","MF","-","8/25/1990","27","20","0","FC Schalke 04","https://cdn.sofifa.org/players/10/19/201956.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/34.png","€18.5M"
"O. Duarte","Óscar Duarte","2","180","0","0","0","0","0","75.7","0","6.62","Costa Rica","E","6","DF","-","6/3/1989","29","38","2","RCD Espanyol","https://cdn.sofifa.org/players/10/19/212772.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/452.png","€5M"
"A. Mathlouthi","Aymen Mathlouthi","1","90","0","0","0","0","0","71.4","0","6.58","Tunisia","G","16","GK","captain","9/14/1984","33","69","0","N/A","N/A","N/A","N/A","N/A"
"I. Gündoğan","İlkay Gündoğan","0","0","0","0","0","0","0","0","0","0","Germany","F","21","MF","-","10/24/1990","27","25","4","Manchester City","https://cdn.sofifa.org/players/10/19/186942.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/10.png","€32M"
"A. Al-Khaibri","Abdulmalek Al-Khaibri","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","11","MF","-","3/13/1986","32","36","0","N/A","N/A","N/A","N/A","N/A"
"A. Lunyov","Andrey Lunyov","0","0","0","0","0","0","0","0","0","0","Russia","A","12","GK","-","11/13/1991","26","3","0","N/A","N/A","N/A","N/A","N/A"
"J. Risdon","Josh Risdon","3","270","0","0","1","0","0","76.1","0","6.37","Australia","C","19","DF","-","7/27/1992","25","7","0","Western Sydney Wanderers","https://cdn.sofifa.org/players/10/19/202678.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/112427.png","€3.2M"
"M. Lustig","Mikael Lustig","4","352","0","0","2","0","0","61.9","0","7.28","Sweden","F","2","DF","-","12/13/1986","31","65","6","Celtic","https://cdn.sofifa.org/players/10/19/176942.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/78.png","€1.6M"
"S. Kagawa","Shinji Kagawa","3","232","1","1","0","0","1","86.9","0","6.7","Japan","H","10","MF","-","3/17/1989","29","90","29","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/189358.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/22.png","€17.5M"
"S. Mignolet","Simon Mignolet","0","0","0","0","0","0","0","0","0","0","Belgium","G","12","GK","-","3/6/1988","30","21","0","Liverpool","https://cdn.sofifa.org/players/10/19/173426.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/9.png","€8M"
